norV	G7413
csgE	G6545
yfaP	G7152
fdx	EG11328
mdtE	EG12240
ynfC	G6843
norW	EG12450
cusB	G6322
ybgO	G6385
appB	EG11379
agaB	EG12769
ybjC	EG12842
cydA	EG10173
frvB	EG11863
yijF	EG11903
appC	EG11380
sgcA	EG12554
yigF	EG11464
cydB	EG10174
glvC	EG11710
ygjP	G7604
dmsD	G6849
agaD	G7635
yobB	G7015
caiA	EG11560
yadI	EG12322
ydcJ	G6738
hybA	EG11799
fryA	G7246
ybeR	G6352
fldA	EG10318
agaC	EG12770
yggL	EG12443
mdaB	EG12656
sgcC	EG12556
yihD	EG11830
edd	EG10257
cmtB	EG11791
ygdB	EG11155
zntA	EG12215
ulaA	G7856
ygeG	G7471
atpG	EG10104
ulaB	EG12494
yoaC	G6994
atpD	EG10101
agaV	G7632
ycjD	G6641
atpA	EG10098
agaA	EG12766
ybdJ	G6325
fliI	G377
cmtA	EG11792
ybgE	EG12395
atpH	EG10105
ulaC	EG12495
yibG	EG11763
atpE	EG10102
glvB	EG11709
yciG	EG11127
atpB	EG10099
agaW	G7633
ypfG	G7295
atpI	EG10106
fryB	G7250
ynjH	G6955
atpF	EG10103
sgcB	G0-10241
ymgG	G6612
atpC	EG10100
frwC	EG11908
yahL	G6191
pflD	EG11910
yajC	EG11096
ygaC	EG12201
narY	EG10647
secD	EG10938
yidG	EG11695
dmsB	EG10233
secY	EG10766
yjfY	G7861
dcuS	G7827
secG	EG12095
yfcO	G7203
ybiY	G6427
secE	EG10939
ydiY	G6928
napA	EG12067
secA	EG10936
yccT	G6498
fdoG	EG11858
secF	EG10940
ykfM	G0-10583
yehH	G8208
menC	EG11532
secB	EG10937
sanA	EG12025
yncK	G0-10557
narV	EG10644
arsB	EG12236
yedD	EG11659
yjhV	G7907
hyfR	G7308
ybiR	G6421
yheU	G7719
cybC	EG50008
menF	EG12362
kdpA	EG10513
yfaT	G7156
yhcE	G7671
napB	EG12061
mgtA	EG12525
ynfD	G6844
lomR	G6692
torC	EG11815
kdpB	EG10514
ybiU	G6424
yhiS	EG12238
narQ	EG11460
kdpF	G0-10439
yfiM	EG12857
ybcY	G6316
narI	EG10640
kdpC	EG10515
yjbM	EG11931
yejO	EG12051
glpC	EG10393
lptA	G7665
yceH	EG11537
ygaY	G7403
hyfG	G7304
tcyJ	G7039
yqjK	G7614
yneO	EG11780
nrfG	EG11950
lsrB	G6803
yecM	G7025
ilvG	G8221
hybF	EG11804
nikA	EG12075
yneG	G6809
yfaS	G7155
fdnI	EG11229
mppA	G6665
ybeT	G6354
insB7	G0-10569
menD	EG10579
gsiB	G6430
ybcH	EG12448
rpnD	G7934
hyfD	G7301
fepB	EG10294
yiiS	EG11876
yedS	G7052
nrfD	EG11947
yphF	G7342
ygbA	EG11287
insX	G0-10433
hybB	EG11800
ynjB	G6949
yghW	G7555
yjgX	G7898
hyfA	EG11150
hisJ	EG12124
yebO	G7001
ydbA	G6722
hypC	EG10485
osmF	EG12012
ynaJ	G6668
bcsQ	EG12261
torZ	G7022
fhuD	EG10305
ybdN	G6331
yghX	G7557
pflC	EG11911
ygiS	G7570
ybiI	EG12421
efeU	G6525
narZ	EG10648
ytfQ	EG12517
ygdD	EG11793
ygeF	G7470
dmsC	EG10234
proX	EG10773
yebB	EG11136
yaiT	G6222
torS	G6514
znuA	G7017
yfjF	G7357
yfcU	G7209
napF	EG12068
btuF	EG12334
yeaO	G6978
G0-10697	G0-10697
fdhD	EG11859
phnD	EG10714
ymgE	G6624
gapC	G8205
hypF	EG11551
ddpA	G6781
yahO	G6194
yeeL	G7066
narW	EG10645
yejA	EG12037
yhiJ	EG12225
insO	G7904
pflA	EG10028
malE	EG10554
yidH	EG11696
arpB	G6926
hybO	G7554
ycjN	G6648
ytfI	G7870
yqiG	G7585
menE	EG12437
metQ	EG11504
yfeS	G7261
ycgH	G6609
napH	EG12062
fecB	EG10287
ydiZ	G6929
renD	G6298
fdoI	EG11856
oppC	EG10676
ymdA	G6549
wbbL	EG11986
narJ	EG10641
lolC	G6573
ytiA	G0-16640
ygaQ	G7389
glpR	EG10400
dppC	EG12626
ychJ	EG12119
insN	G6130
hyfH	G7305
yjfF	EG12439
yedE	EG11660
hybG	EG11805
lptC	G7664
yhgF	G7746
hyfB	EG11282
ybhS	G6410
yfbN	G7180
narG	EG10638
ynjC	G6950
ydgH	G6860
glpA	EG10391
nikB	EG12076
ycaP	G6469
hyfE	G7302
fepG	EG10298
ydcH	EG12865
nrfE	EG11948
ddpB	G6780
yehE	EG11991
hybC	EG11801
yhdX	EG12835
yciI	EG11607
fdnG	EG11227
yejE	EG12040
yraN	G7643
hypD	EG10486
fecC	EG10288
yecR	G7035
torY	G7023
ydcU	G6753
ynfB	G6841
nrfB	EG11945
yehW	EG12009
chiQ	G6371
nrfA	EG11781
lolE	G6575
yacL	EG12605
nirB	EG10653
metI	EG11737
yiiX	EG11882
fdhE	EG10284
modB	EG10002
ygfB	EG11323
torT	G6515
lptG	G7889
ygiZ	G7577
menA	EG11880
gsiD	G6432
yebY	G7012
hydN	EG11552
ytfT	EG12520
ydbL	G6705
narX	EG10646
yadH	EG12321
ybeQ	G6351
dmsA	EG10232
tcyL	G7037
ybiJ	EG12422
dcuR	G7826
nikC	EG12077
yebF	EG11807
torR	EG12615
fhuB	EG10303
yfaA	EG11142
b2653	G7388
napG	EG12064
lsrC	G6801
yjbT	G0-10606
b0538	G6294
fdoH	EG11857
yhdY	EG12836
ysaB	G0-10467
isrB	G0-8904
narP	EG11527
fecD	EG10289
yohO	G0-10459
ybhU	G0-10587
narL	EG10643
ydcV	G6754
yobH	G0-10454
b2191	G7149
hyfI	G7306
yehY	EG12011
yicS	G0-10469
b0165	G6091
napC	EG12060
ycjO	G6649
ypeB	G0-10462
C0299	G0-8898
torA	EG11814
yhhJ	EG11767
yecJ	G0-10455
fruL	EG11273
menB	EG11368
oppB	EG10675
ydbJ	G0-10450
b1437	G6748
narH	EG10639
hisM	EG10007
ytjA	G0-10475
b0017	G6084
glpB	EG10392
dppB	EG12625
yheV	G0-10466
tp2	G0-8894
hyfF	G7303
znuB	EG12368
yehK	G0-10458
yjgW	G7896
nrfF	EG11949
yphD	G7340
yniD	G0-10453
b1364	G6687
hybD	EG11802
ybhR	G6409
mreB	EG10608
sroG	G0-9387
fdnH	EG11228
hisQ	EG12125
igaA	G7741
G0-10705	G0-10705
hypE	EG10487
lsrD	G6802
yqcG	G0-10655
b3975	G7818
hyfC	G7300
fepD	EG10296
zinT	G7061
ycdF	G6516
nrfC	EG11946
ddpC	G6779
dosP	G6783
C0664	G0-8911
grcA	EG11784
mlaE	EG12800
bhsA	G6570
G0-10702	G0-10702
nirD	EG10655
yejB	EG12038
tabA	G7883
b3004	G7561
hypA	EG10483
proW	EG10772
blr	G0-9561
b0609	G6336
fnr	EG10325
ycjP	G6650
pdeF	G7314
tpke70	G0-8906
adhP	G6775
macB	G6462
ybaM	EG12830
ryfB	G0-10597
nikD	EG12078
yddA	EG11742
uspD	EG11877
b2596	G7353
ndh	EG10649
sbmA	EG10928
loiP	EG11291
b0309	G6179
erpA	EG12332
yojI	EG12070
acrZ	G6396
C0362	G0-8902
nuoF	EG11774
cydD	EG11405
ybaB	EG11100
b1903	G7034
hyaD	EG10471
mdlA	G6248
ykgM	G6167
b0100	G6089
nuoK	EG12091
mdlB	EG11622
uspC	G7031
C0067	G0-8896
ubiE	EG11473
cydC	EG10012
ybjN	G6447
ygiA	EG11163
hyaA	EG10468
ddpF	G6777
uspE	EG11246
b0701	G8203
nuoH	EG12088
yadG	EG12320
b1367	G6690
ubiG	EG11143
fecE	EG10290
tisA	G0-9961
dld	EG10231
lolD	G6574
sraF	G0-8869
nuoC	EG12084
proV	EG10771
b4247	G7878
cyoC	EG10180
fetA	G6266
b1052	G6553
nikE	EG12079
oppF	EG10678
C0719	G0-8912
lldR	EG11962
mlaF	EG12801
G0-10703	G0-10703
hyaE	EG10472
hisP	EG10452
era	EG10270
b3007	G7562
nuoL	EG12092
ddpD	G6778
zapC	G6486
b0725	G6388
ubiB	EG11476
tcyN	EG12347
ftsP	EG11376
C0614	G0-8907
hyaB	EG10469
fepC	EG10295
nlpI	EG12371
G0-10698	G0-10698
nuoI	EG12089
ycjV	G6656
yihA	EG11203
b2651	G7386
ubiH	EG11324
ybhF	G6411
zapE	G7680
ykiB	G6221
glpD	EG10394
phnC	EG10713
ftsL	EG11086
C0465	G0-8903
nuoE	EG12086
yhdZ	EG12837
ftsN	EG11529
ybfK	G0-10586
ubiX	EG11044
yehX	EG12010
ftsQ	EG10342
b2084	G7121
cyoD	EG10181
yphE	G7341
ymgF	G0-10261
b0105	G6090
nuoA	EG12082
ybbA	EG11657
matP	EG12855
C0293	G0-8897
cyoA	EG10178
lsrA	G6800
ytfB	G7864
yzfA	EG11213
lldD	EG11963
metN	EG11621
envC	EG12297
b1425	G6740
hyaF	EG10473
fhuC	EG10304
minC	EG10596
ackB	G14
nuoN	EG12093
ydcT	G6752
dolP	G7644
tpke11	G0-8893
nuoM	EG11773
gsiA	G6429
ftsZ	EG10347
b4250	G7881
hyaC	EG10470
yejF	EG12041
mukB	EG10618
b1354	G6678
nuoJ	EG12090
oppD	EG10677
ftsE	EG10340
sroD	G0-9384
ubiA	EG11370
lptB	EG11680
zapA	EG12878
G0-10704	G0-10704
glpT	EG10401
ynjD	G6951
zapD	EG12313
b3254	G7692
nuoG	EG12087
ytfR	EG12518
slmA	EG11191
yliL	G6419
cyoE	EG10182
exbD	EG10272
nlpD	EG12111
IS128	G0-8908
nuoB	EG12083
exbB	EG10271
ftsB	G7424
G0-10700	G0-10700
cyoB	EG10179
ghxQ	G7503
zapB	EG11878
pbl	G7474
ldhA	G592
yeeO	G7070
prlF	EG10955
stfE	G6599
hycD	EG10477
gadC	G6786
yedK	EG11662
aaaD	G0-16718
ttdA	EG11168
fsr	G6256
rclC	G6171
ysaC	G0-16664
hycA	EG10474
dtpC	EG12469
crcB	EG12209
frdD	EG10333
yhhS	EG12219
yfhM	G7323
yibJ	EG11766
frdA	EG10330
mdtO	EG11953
pliG	G6615
yfdL	G7224
hycH	EG10481
adeP	EG11724
rclB	G6173
ybfL	G6377
adhE	EG10031
yaaJ	EG11555
iroK	G0-10716
ykfN	G0-16715
hycE	EG10478
tsgA	EG11262
yqhD	G7564
psaA	G0-16660
ttdB	EG11169
acrF	EG10267
ygaP	G7398
icdC	G0-10556
hycB	EG10475
yeaV	G6987
zraP	EG11918
ydfE	EG11304
pflB	EG10701
puuP	G6643
rclA	G6174
yjhE	G7903
frdB	EG10331
yagG	G6142
yhbQ	G7649
yeeP	G7079
zraR	EG10482
mdtK	EG12400
radD	EG12045
ylbH	G6271
fdhF	EG10285
yjcE	EG11940
insI2	G0-16679
hycF	EG10479
acrA	EG11703
yoeG	G0-16657
frmA	EG50010
cadB	EG10132
yafF	G0-10431
hycC	EG10476
alaE	G7399
yifN	G7798
frsA	EG11091
tcyP	G6934
yfiR	G7354
insD7	G6836
frdC	EG10332
mdtH	G6559
dgcZ	EG11643
afuB	G6137
hypB	EG10484
kefB	EG20110
cdgI	G6971
yjhY	G0-16671
fhlA	EG10301
gntU	EG12631
dgcE	EG12396
pawZ	G0-16654
hycG	EG10480
ydjE	EG12369
dgcJ	G6972
yqfE	G7515
zraS	EG10008
punC	EG12141
bdm	G6776
yncI	G6767
mngR	EG11109
plaP	EG11896
dgcT	G6532
lfhA	G6113
sucB	EG10980
nepI	EG11689
chaC	EG12403
yibU	G0-16668
sdhC	EG10933
yifK	EG11459
yehP	EG12002
ykfK	G0-10615
ppc	EG10756
entS	EG11104
dgcQ	G7049
eaeH	EG12161
gltA	EG10402
emrE	EG10629
dgcN	EG12880
ygeK	G7475
fumA	EG10356
mntH	G7254
cheY	EG10150
insZ	G6632
sucC	EG10981
ydhP	G6893
casD	G7427
oweE	G0-16719
sdhD	EG10934
mdfA	G6440
chpS	EG11250
ysaD	G0-16665
sdhA	EG10931
emrY	EG13283
yoeB	G0-9121
insM	G0-10567
icd	EG10489
mdtM	EG12576
yefM	EG12844
yfjV	G7376
fumB	EG10357
yiaN	EG12282
casC	G7428
ymdE	G6535
sucD	EG10982
uraA	EG12129
yggE	EG11244
ykgP	G0-16716
sucA	EG10979
nhaB	EG11392
uspG	G6334
yrdE	G0-16661
sdhB	EG10932
yjeH	G7833
cas2	EG12845
yjiV	EG11386
fumC	EG10358
yfaV	G7159
pspG	EG11933
yjhR	G7918
pgl	G6397
mdtJ	G6858
casB	G7429
yegZ	G7120
fbaB	G7129
frlA	EG12908
hdeA	EG11398
exoD	G6295
pykF	EG10804
nanX	EG12544
casE	G7426
ylbI	G0-16713
tpiA	EG11015
yhjV	EG12266
mazE	EG10571
yeeH	G0-16658
cra	EG10338
nupX	EG12029
cas3	EG12634
ymjB	G0-10445
pdhR	EG11088
yihN	EG11840
casA	G7430
nmpC	EG10659
pykA	EG10803
gdx	EG11616
tisB	G0-9962
intQ	G6837
chbG	EG12198
uacT	G7507
ydjM	G6933
yjhZ	G0-16672
bcsZ	EG12258
mdtB	G7114
rpnC	EG11748
yoeD	G0-16655
frvX	EG11862
ydfJ	G6817
rpnB	G7197
yhdW	EG12834
mltA	G7457
ybbW	G6280
pepB	EG12310
yddJ	G6771
insH8	G7150
yrbG	EG12802
insF4	G6533
lafU	G6114
prc	EG10760
yjeM	EG12475
insA3	G6146
yicT	G0-16669
cpxR	EG10020
mdtN	EG11954
yfeW	G7265
ykgQ	G0-10682
insCD3	G0-10543
hsrA	EG11732
insC6	G7894
ybeM	EG12208
hslV	EG11676
yqeG	G7465
pepN	EG10696
ygeN	G7478
insH7	G7092
yebQ	G7004
insB2	G6138
aaaE	G0-16720
ftsH	EG11506
ydcO	G6744
insAB6	G0-10540
yibS	G0-16666
ompT	EG10673
eamB	EG12445
insH11	G7769
sokA	G0-10604
ldcA	G6621
actP	EG11942
insH6	G7074
ybfG	EG11778
gspO	EG11359
yidK	EG11706
rayT	G6112
pinH	G7383
hflK	EG10436
satP	EG11512
insAB2	G0-10537
jayE	G6596
amiD	G6452
ycaD	EG11242
sppA	EG10968
xisD	G0-16717
insH10	G7672
ygbN	G7421
dcp	EG10212
mokA	G0-16663
insI2	G6725
ydjK	G6962
insE3	G6296
yrhC	G0-10563
mltC	G7533
murJ	G6561
insL1	G6083
prfH	EG11496
rseP	EG12436
yddG	EG12713
ptrA	EG10786
tfaS	G7222
insEF4	G0-10531
gntT	EG12380
clpA	EG10156
ybfO	G6376
insH9	G7548
yjbB	EG11919
insD1	G6213
ybfI	G0-16714
hslU	EG11881
adeQ	EG11691
pepP	EG10697
ttcC	G0-16659
insB9	G0-16637
argO	EG11159
ypdE	G7247
peaD	G0-10555
insEF5	G0-10528
focB	G7309
pepT	EG11549
phnE	EG11283
insI3	G7905
ydiM	G6916
pepA	EG10694
yjhD	G7902
insL3	G7255
ycaM	G6466
insE4	G6534
intG	G7044
emtA	G6622
lgoT	EG12587
mltF	EG11373
yrdF	G0-16676
insE1	G6168
yiaO	EG12283
degP	EG10463
yoeH	G0-16656
insCD4	G0-10544
rhtA	EG12134
clpS	G6463
rhsE	EG10010
rpnA	EG11750
fieF	EG11873
ptrB	EG11004
yrhA	G7760
insD6	G7895
yicJ	EG11686
mltD	EG10246
ykfJ	G6119
insE5	G7125
bcr	EG11419
degQ	G7682
yjdQ	G0-16670
insA2	G6139
btsT	G7942
insCD1	G0-10541
ypjI	G0-16653
sapC	G2000
yfcJ	G7198
slt	EG10950
intB	EG12364
insJ	G7776
ydgI	G6861
insD3	G7076
ygeP	G7482
clpP	EG10158
zitB	G6393
mltB	G7410
rzpR	G6686
insL2	G6327
yjhF	EG12548
pepE	EG11920
yafU	G6102
insAB3	G0-10538
yhjX	EG12268
pepQ	EG10698
yibW	G0-16667
insA6	G7761
psuT	EG12032
ypdF	G7248
ykfL	G0-10614
insB5	G7029
yihO	EG11841
insF3	G6297
mdtQ	EG12020
degS	EG11652
eamA	EG11639
pepD	EG10695
insB1	G6085
mdtG	EG11343
insAB1	G0-10535
mpaA	G6662
trkG	EG11020
prlC	EG11441
insC5	G7583
kefC	EG10521
insD2	G6723
lon	EG10542
mdtC	G7115
ycaL	G6470
insF2	G6223
ynfM	G6854
aat	EG11112
insA9	G0-16638
abgT	EG12853
insEF2	G0-10529
hflC	EG10435
cycA	EG12504
iadA	G7925
insA7	G7908
dtpB	EG12232
insD4	G7480
sapB	G2001
chaA	EG11753
sohB	EG10956
insH4	G6667
yaaU	EG11566
clpX	EG10159
insF1	G6169
putP	EG10802
recC	EG10825
insCD5	G0-10545
xanQ	G7501
nfi	EG11915
insA4	G0-10430
yajR	G6241
mcrB	EG10574
insG	G7900
cyuP	EG12754
xseB	EG11098
insF5	G7126
adiC	EG12462
uvrC	EG11063
insB4	G6509
mdtP	EG11952
sbcB	EG10926
insB3	G6145
mdtL	EG11720
recD	EG10826
insCD2	G0-10542
kup	EG11541
mcrC	EG10575
insK	G7777
dsdX	EG10250
endA	EG11336
insC3	G7077
ygcS	G7437
xseA	EG11072
insH3	G6360
nimT	G6977
sbcC	EG10927
insAB5	G0-10539
cvrA	G6620
insB6	G7762
recE	EG10827
ygjI	EG12720
exoX	G7016
insA5	G7030
ttdT	EG12393
recB	EG10824
insA1	G6086
ghxP	EG11939
hsdR	EG10459
insAB4	G0-10536
emrD	EG11693
sbcD	EG11094
insD5	G7584
rhtB	EG11469
uvrB	EG11062
insC2	G6724
xanP	EG11194
recJ	EG10830
insE2	G6224
nhaA	EG10652
rne	EG10859
insH21	G0-16639
hcaT	G7330
rna	EG10856
insEF3	G0-10530
ydiN	G6917
rbn	G7175
insC4	G7481
rutG	G6517
rnb	EG11620
insC1	G6212
dgoT	EG20053
rph	EG10863
insCD6	G0-10546
ybaL	EG12623
rnhA	EG10860
insEF1	G0-10525
cusA	EG12367
rnc	EG10857
cbrC	EG11727
mdtD	EG12136
cbrA	EG11714
rnlA	G7365
tehA	EG11883
pnp	EG10743
yfdN	G7226
setC	EG11687
rnpB	EG30069
stfQ	G6821
emrB	EG11439
rnr	EG11259
ydaT	G6682
yfdV	G7235
rnhB	EG10861
ymfJ	G6588
dtpA	G6877
rnd	EG10858
quuD	G6307
ybhI	G6400
rhlB	EG10844
ykfI	G6120
yqcE	EG13174
yciV	G6634
kilR	EG12155
gntP	EG12563
rnt	EG11547
ydfA	EG11300
yiaM	EG12281
rnpA	EG10862
dicB	EG10227
yihP	EG11842
ddpX	G6782
yfjX	G7378
ydeE	EG11640
yfjH	G7359
eutH	G7282
emrA	EG11354
tauD	EG12423
yfdI	G7221
trkH	EG11021
eutK	G7270
ydfW	G6834
dcuD	G7679
ydfK	G6818
potI	EG11632
yegT	G7130
puuD	G6645
ydaG	G6679
mdtI	G6857
xisE	G6585
potF	EG11629
idnT	EG12539
feaB	G7961
ninE	G6304
yhjE	EG12249
ynfO	G0-10452
tauB	G6218
amtB	EG11821
tfaE	EG11120
potD	EG10752
proP	EG11612
eutT	G7289
yfjU	G7373
lamB	EG10528
eutC	EG50007
yffQ	G7278
ompN	G6700
yffN	G7275
potA	EG10749
fepA	EG10293
eutG	G7283
intS	G7218
fiu	G6414
caiE	EG12608
ydfU	G6831
btuB	EG10126
eutL	G7271
tfaR	G6696
ompW	EG11124
puuB	EG11822
uup	G6489
tolB	EG11008
puuE	G6646
insI1	G6131
ompC	EG10670
ylcG	G0-10435
potG	EG11630
yncD	G6762
recT	EG11899
tauC	G6219
fhuA	EG10302
yjhQ	G7917
potE	EG10753
pgaA	G6531
eutQ	G7290
yfjR	G7369
bglH	EG11364
intZ	G7272
caiF	G6088
tolC	EG11009
cbtA	G7085
potB	EG10750
ompF	EG10671
eutJ	G7284
ydfR	G6828
ompL	G7814
puuC	EG10036
beeE	G6595
ompG	G6657
eutA	G7281
ybcW	G6314
fecA	EG10286
yagN	G6151
eutR	EG12190
chiP	G6370
ykfA	G6128
potH	EG11631
phoE	EG10729
puuA	G6644
intE	EG12370
clcA	EG12331
caiC	EG11558
rnlB	G7366
mscS	EG11160
eutP	G7291
yfdR	G7230
aqpZ	EG13270
yeeS	G7082
tauA	G6217
mscL	EG11180
cspI	G6825
potC	EG10751
mscK	G6255
eutE	G7285
ynaK	G6688
kch	EG11606
eutB	EG50006
ymfM	G6592
motA	EG10601
rzpD	G6311
nagE	EG10635
pspB	EG10777
aspC	EG10096
yagK	G6148
gltF	EG11514
tdcG	G7624
ykfF	G6124
pspC	EG10778
yagB	EG12339
sapF	EG12305
osmE	EG10044
racC	EG10813
tdcA	EG10989
yheO	G7715
abpA	G7363
putA	EG10801
ravA	EG11731
ansA	EG10045
yfdO	G7227
aer	G7595
astD	G6942
ydfO	G6822
uspA	EG11390
gcvP	EG11810
ydaU	G6683
cedA	G6936
metB	EG10582
ymfK	G6589
rcdA	G6444
insH2	G6308
feaR	G6706
yjjQ	G7947
sdaB	EG11623
yafW	G6121
yieP	EG11733
cspB	EG12203
livF	EG10536
obgE	G7656
dadA	EG11407
ydfB	EG11301
yfeC	EG11431
gcvH	EG10371
dicC	EG10228
yqeI	G7467
yfjY	G7379
dppF	EG12628
ariR	G6606
tnaA	EG11005
yfjI	G7360
ylbG	G6273
yfdK	G7223
cadC	EG10133
fumE	EG11162
tdcE	G7627
ydfX	G6835
dctR	EG11889
lhgD	EG12387
pinQ	G6819
tldD	G7689
tdcB	EG10990
ymfH	G6586
mqsA	G7571
sdaA	EG10930
ybcO	G6305
fliZ	EG11356
ansB	EG10046
ylcH	G0-10584
hicB	G6749
astA	G6943
ompX	EG12117
dgcC	EG11257
rem	EG11129
brnQ	EG12168
rnk	G6337
pal	EG10684
pheP	EG10708
bfd	EG11181
astE	G6940
yffR	G7279
sgrS	G0-9941
yffO	G7276
artM	EG11627
rdlB	G0-9606
yfdG	G7219
livG	EG10537
rdlC	G0-9608
ydfV	G6832
sapA	G2002
sokC	G0-9581
dadX	EG11408
pinR	G6697
sdhX	G0-17009
glyA	EG10408
intR	G6676
sokB	G0-9611
tynA	EG13139
ymfD	G6582
rdlA	G0-9603
ybcM	G6302
gcvR	EG11149
lit	EG10535
ykfC	G6133
dppA	EG10248
yifB	EG11260
iaaA	EG12407
rzoD	G0-10436
cpdA	G7579
ralR	EG11900
tdcR	EG10992
rdcA	EG11210
asnB	EG10092
ypjK	G7370
tar	EG10988
glaH	G7394
yffL	G7273
cpoB	EG12854
yeeW	G7086
sapD	EG12304
rdcB	G7823
speF	EG10964
essQ	G6829
pspA	EG10776
astB	G6941
insH5	G6693
ptsN	EG11682
ymfQ	G6597
gcvA	EG11795
eco	EG10255
tfaD	G6315
dtpD	G6378
ymdB	G6550
gcvT	EG11442
intF	G6152
ybhB	EG11238
kbl	EG10512
perR	G6129
yafN	G6116
ycfK	EG12877
dsdC	EG13161
trg	EG11018
tnaC	EG11276
nfrA	EG11740
topAI	G0-10473
dsdA	EG10249
intD	EG10507
yjfN	G7851
yfjP	G7367
dppD	EG12627
yihI	EG11835
tdh	EG10993
yfdS	G7231
cheW	EG10149
prpE	G6200
yeeT	G7083
ybcL	G6301
rzpQ	G6826
fadL	EG10280
tsr	EG11034
fadI	G7213
ydaY	G6689
sgrT	G0-10617
fadH	G36
ymfN	G6593
tap	EG10987
ydiS	G6922
borD	G6312
yacG	EG12314
yagL	G6149
atoB	EG11672
cyaA	EG10170
ykfB	G6125
atoC	EG11668
epmB	G7836
nohA	EG11634
mhpR	G6201
epmA	EG11211
yjgZ	G7899
fadR	EG10281
yafO	G6117
fadA	EG10278
yfjM	G7364
mqsR	G7572
mhpB	M011
yfdP	G7228
higB	G7602
fadE	G6105
flu	G7080
istR-1	G0-10202
ydiT	G6923
ydaV	G6684
frmR	G6209
fadK	EG12357
ymfT	G6590
luxS	EG12712
essD	G6309
ydiQ	G6920
pyrS	G7243
atoD	EG11669
ykfG	G6122
phoH	EG11734
cspF	EG12205
mhpT	G6206
aidB	EG11811
fadB	EG10279
ydfC	EG11302
nrdR	EG11320
yfjZ	G7380
prpR	G6195
rcnR	G7137
fadJ	G7212
yfjJ	G7361
sgrR	EG12094
ydiF	EG12432
yfdM	G7225
sxy	G6494
ydiR	G6921
tfaQ	G6820
rpoS	EG10510
atoA	EG11670
ydaS	G6681
rimM	EG11153
fadM	G6244
ymfI	G6587
tpr	EG11016
fadD	EG11530
yagE	G6140
yejK	EG12048
nanM	G7920
sieB	EG12154
ycbZ	G6493
kduI	G7463
hokD	EG11130
yccA	EG11113
paaK	G6719
pinE	EG10737
rssB	EG12121
glxR	G6278
yfjW	G7377
smpB	EG11782
dgoA	EG20049
yffS	G7280
elaD	G7176
yfdH	G7220
gatB	EG12415
lepB	EG10530
flxA	G6833
galP	EG12148
lspA	EG10548
rhaB	EG11868
ynaE	G6698
ffh	EG10300
acs	EG11448
xisR	G6677
pppA	G7539
garK	EG11175
ymfE	G6583
ftsY	EG10346
insH1	G6134
srlE	EG10969
yqiH	G7586
rzoR	G0-10449
sfsB	EG10656
dsbG	G6333
mcrA	EG10573
malT	EG10562
cbpM	EG12194
yfjT	G7372
kgtP	EG10522
tig	EG11003
fucA	EG10348
yffP	G7277
cnoX	G6268
bglB	EG10114
yffM	G7274
napD	EG12143
aceE	EG10024
ogrK	G7119
ppiA	EG10757
hcaF	M015
ydfT	G6830
htpG	EG10461
idnD	G7893
stfR	G6695
hchA	G7055
gudD	G7445
tfaP	G6598
ecpE	G6160
paaG	G6715
tfaX	G6317
hscA	EG12130
prpC	G6198
ybcK	G6300
fimC	EG10310
intA	EG11783
mngA	EG13235
ytfE	G7866
acnB	EG12316
yjhP	G7916
yajL	G198
tktB	EG12100
yfjQ	G7368
oppA	EG10674
yfdT	G7232
frvA	EG11864
ybgP	G6386
tktA	EG11427
cbeA	G7084
ppiC	EG12352
xylB	EG11075
rrrQ	G6827
dsbA	EG11297
rhaR	EG10842
ynaA	G6691
groS	EG10600
mglC	EG10594
ymfR	G6594
yraI	G7638
malM	EG10559
ybcV	G6313
djlB	G6353
glgP	EG10380
yagM	G6150
torD	EG12195
eda	EG10256
yafZ	G6127
dsbC	EG11070
ascB	EG10085
nohD	EG11635
aslB	EG10090
mhpC	M012
yfdQ	G7229
sfmC	G6291
ulaD	G7858
yeeR	G7081
ppiB	EG10758
hcaC	G7334
ynfN	G6824
yfcS	G7207
paaD	G6712
ydaW	G6685
ecpB	G6163
yagF	G6141
ymfL	G6591
hybE	EG11803
kbaY	EG12768
rrrD	G6310
pcm	EG10689
sgbE	EG12287
yagJ	G6147
grpE	EG10416
mtlR	EG11965
yafX	G6123
ydeM	G6787
yihT	EG11846
yagA	EG12338
ivy	G6104
ydfD	EG11303
gabP	EG11330
djlA	EG11570
uxaB	EG11065
pspD	EG10779
cpxP	G7816
rbsD	EG10817
ypjF	G7381
elfD	G6481
abpB	G7362
melB	EG10578
msrB	EG12394
flk	EG10229
malG	EG10556
dnaJ	EG10240
fliE	EG11346
galS	EG10365
fkpA	G7716
ebgA	EG10252
fliL	EG10322
djlC	G6356
fliF	EG11347
araG	EG10058
yegD	EG12200
rpe	M004
yciC	EG11123
yadV	EG11973
frlD	G7726
bamB	G7320
fkpB	EG11080
tolR	EG11011
fryC	G7249
hemW	G7531
paaA	G6709
bamC	EG10658
sfmH	G6293
cstA	EG10167
xylR	EG20253
cbpA	EG12193
nlpE	EG12137
exuT	EG12738
surA	EG10985
yiaK	EG12279
nfrB	EG11739
ppiD	G6242
minE	EG10598
alsC	EG11958
tldE	EG10741
rpiB	EG11827
ybeX	G6361
skp	EG10455
eptC	EG11914
rhaT	EG11313
spy	G6939
yhbX	G7655
uhpC	EG11053
paoD	G6154
ampE	EG10042
rbsA	EG10814
slyD	EG11663
yohD	EG12017
manZ	EG10569
fklB	G7865
